split,image_width,image_height,bbox_width,bbox_height,bbox_ratio
test,1280,720,194,120,0.025260416666666667
test,1280,720,62,36,0.002421875
test,1280,720,36,21,0.0008203125
test,1280,720,46,27,0.00134765625
test,1280,720,208,97,0.021892361111111112
test,1280,720,178,75,0.014485677083333334
test,1280,720,163,95,0.016802300347222222
test,1280,720,177,83,0.015940755208333334
test,1280,720,215,114,0.026595052083333334
test,1280,720,221,101,0.024219835069444445
test,1280,720,68,45,0.0033203125
test,1280,720,239,89,0.023080512152777777
test,1280,720,239,88,0.022821180555555556
test,1280,720,162,60,0.010546875
test,1280,720,267,125,0.036214192708333336
test,1280,720,108,41,0.0048046875
test,1280,720,141,49,0.007496744791666667
test,1280,720,142,60,0.009244791666666667
test,1280,720,95,38,0.003917100694444444
test,1280,720,149,49,0.007922092013888889
test,1280,720,457,137,0.06793511284722223
test,1280,720,425,101,0.046576605902777776
test,1280,720,380,171,0.0705078125
test,1280,720,312,92,0.031145833333333334
test,1280,720,329,110,0.03926866319444444
test,1280,720,473,174,0.08930338541666667
test,1280,720,397,145,0.06246202256944444
test,1280,720,458,179,0.08895616319444444
test,1280,720,404,108,0.04734375
test,1280,720,325,93,0.032796223958333336
test,1280,720,333,98,0.03541015625
test,1280,720,338,133,0.048778211805555555
test,1280,720,184,121,0.024157986111111113
test,1280,720,115,77,0.009608289930555555
test,1280,720,98,92,0.00978298611111111
test,1280,720,100,83,0.009006076388888888
test,1280,720,95,72,0.007421875
test,1280,720,144,125,0.01953125
test,1280,720,180,87,0.0169921875
test,1280,720,111,50,0.006022135416666667
test,1280,720,127,59,0.008130425347222222
test,1280,720,466,210,0.10618489583333333
test,1280,720,311,80,0.02699652777777778
test,1280,720,410,225,0.10009765625
test,1280,720,401,232,0.10094618055555556
test,1280,720,237,85,0.021858723958333333
test,1280,720,353,137,0.052475043402777775
test,1280,720,345,201,0.075244140625
test,1280,720,99,65,0.006982421875
test,1280,720,83,83,0.007475043402777778
test,1280,720,176,139,0.02654513888888889
test,1280,720,169,145,0.02658962673611111
test,1280,720,116,66,0.008307291666666666
test,1280,720,82,78,0.0069401041666666665
test,1280,720,89,41,0.003959418402777777
test,1280,720,133,54,0.00779296875
test,1280,720,560,298,0.18107638888888888
test,1280,720,751,428,0.3487717013888889
test,1280,720,844,403,0.36906684027777775
test,1280,720,808,281,0.2463628472222222
test,1280,720,328,96,0.034166666666666665
test,1280,720,202,97,0.021260850694444444
test,1280,720,383,118,0.04903862847222222
test,1280,720,191,133,0.027564019097222222
test,1280,720,469,343,0.17455186631944444
test,1280,720,199,113,0.024399956597222223
test,1280,720,167,96,0.017395833333333333
test,1280,720,203,150,0.033040364583333336
test,1280,720,329,120,0.04283854166666667
test,1280,720,607,296,0.19495659722222222
test,1280,720,209,161,0.03651150173611111
test,1280,720,549,232,0.138203125
test,1280,720,136,72,0.010625
test,1280,720,215,93,0.021695963541666665
test,1280,720,212,121,0.02783420138888889
test,1280,720,183,108,0.0214453125
test,1280,720,80,62,0.005381944444444444
test,1280,720,94,63,0.00642578125
test,1280,720,224,136,0.03305555555555555
test,1280,720,158,101,0.017315538194444445
test,1280,720,86,44,0.004105902777777778
test,1280,720,217,142,0.03343532986111111
test,1280,720,231,177,0.044365234375
test,1280,720,139,64,0.009652777777777777
test,1280,720,165,93,0.016650390625
test,1280,720,559,290,0.1759006076388889
test,1280,720,865,305,0.2862684461805556
test,1280,720,458,181,0.08995008680555555
test,1280,720,151,74,0.012124565972222221
test,1280,720,257,166,0.04629123263888889
test,1280,720,275,140,0.04177517361111111
test,1280,720,326,234,0.0827734375
test,1280,720,199,134,0.028934461805555554
test,1280,720,85,56,0.005164930555555555
test,1280,720,381,253,0.10459309895833334
test,1280,720,135,91,0.013330078125
test,1280,720,196,145,0.030837673611111113
test,1280,720,373,352,0.1424652777777778
test,1280,720,328,295,0.10499131944444444
test,1280,720,463,364,0.18286892361111112
test,1280,720,490,336,0.17864583333333334
test,1280,720,64,50,0.003472222222222222
test,1280,720,47,31,0.0015809461805555555
test,1280,720,46,29,0.001447482638888889
test,1280,720,64,23,0.0015972222222222223
test,1280,720,452,192,0.09416666666666666
test,1280,720,82,79,0.007029079861111111
test,1280,720,86,75,0.006998697916666667
test,1280,720,226,56,0.01373263888888889
test,1280,720,85,19,0.0017523871527777778
test,1280,720,361,103,0.04034613715277778
test,1280,720,159,145,0.025016276041666667
test,1280,720,404,144,0.063125
test,1280,720,58,19,0.0011957465277777778
test,1280,720,261,187,0.052958984375
test,1280,720,67,48,0.0034895833333333333
test,1280,720,657,139,0.099091796875
test,1280,720,165,57,0.010205078125
test,1280,720,209,84,0.019049479166666668
test,1280,720,286,145,0.04499782986111111
test,1280,720,147,80,0.012760416666666666
test,1280,720,324,130,0.045703125
test,1280,720,443,383,0.18410264756944444
test,1280,720,320,286,0.09930555555555555
test,1280,720,227,136,0.033498263888888886
test,1280,720,169,52,0.009535590277777778
test,1280,720,106,34,0.003910590277777778
test,1280,720,86,50,0.004665798611111111
test,1280,720,227,113,0.027833116319444445
test,1280,720,40,27,0.001171875
test,1280,720,102,48,0.0053125
test,1280,720,56,33,0.0020052083333333332
test,1280,720,114,64,0.007916666666666667
test,1280,720,85,50,0.004611545138888889
test,1280,720,95,49,0.005050998263888889
test,1280,720,240,147,0.03828125
test,1280,720,224,122,0.029652777777777778
test,1280,720,215,105,0.024495442708333332
test,1280,720,96,56,0.005833333333333334
test,1280,720,240,110,0.028645833333333332
test,1280,720,246,114,0.0304296875
test,1280,720,222,110,0.026497395833333333
test,1280,720,291,117,0.036943359375
test,1280,720,287,126,0.03923828125
test,640,360,109,56,0.026493055555555554
test,640,360,177,148,0.11369791666666666
test,640,360,89,37,0.014292534722222222
test,640,360,53,27,0.0062109375
test,1280,720,135,76,0.0111328125
test,1280,720,235,50,0.012749565972222222
test,1280,720,246,117,0.03123046875
test,1280,720,250,130,0.03526475694444445
test,1280,720,94,58,0.005915798611111111
test,1280,720,51,35,0.0019368489583333334
test,1280,720,30,22,0.0007161458333333333
test,1280,720,88,40,0.0038194444444444443
test,1280,720,155,73,0.01227756076388889
test,1280,720,120,106,0.013802083333333333
test,1280,720,245,131,0.034825303819444445
test,1280,720,207,108,0.0242578125
test,1280,720,106,69,0.007936197916666667
test,1280,720,144,73,0.01140625
test,1280,720,52,33,0.0018619791666666667
test,1280,720,86,59,0.005505642361111111
test,1280,720,57,41,0.0025358072916666667
test,1280,720,53,42,0.002415364583333333
test,1280,720,55,46,0.0027452256944444442
test,1280,720,51,52,0.0028776041666666668
test,1280,720,26,25,0.0007052951388888889
test,1280,720,75,42,0.00341796875
test,1280,720,101,61,0.006685112847222222
test,1280,720,98,61,0.006486545138888889
test,1280,720,99,59,0.006337890625
test,1280,720,96,66,0.006875
test,1280,720,96,63,0.0065625
test,1280,720,197,118,0.025223524305555557
test,1280,720,160,123,0.021354166666666667
test,1280,720,218,115,0.02720269097222222
test,1280,720,211,126,0.02884765625
test,1280,720,68,39,0.0028776041666666668
test,1280,720,100,60,0.006510416666666667
test,1280,720,490,360,0.19140625
test,1280,720,408,105,0.046484375
test,1280,720,287,72,0.022421875
test,1280,720,416,205,0.09253472222222223
test,1280,720,189,84,0.0172265625
test,1280,720,315,102,0.03486328125
test,1280,720,77,26,0.0021723090277777778
test,1280,720,427,134,0.06208550347222222
test,1280,720,126,93,0.01271484375
test,1280,720,137,39,0.0057975260416666665
test,1280,720,104,76,0.008576388888888889
test,1280,720,120,59,0.007682291666666666
test,1280,720,176,84,0.016041666666666666
test,1280,720,127,60,0.008268229166666667
test,1280,720,233,100,0.025282118055555556
test,1280,720,153,78,0.01294921875
test,1280,720,147,73,0.011643880208333334
test,1280,720,153,81,0.013447265625
test,1280,720,110,62,0.007400173611111111
test,1280,720,48,27,0.00140625
test,1280,720,152,78,0.012864583333333334
test,1280,720,44,30,0.0014322916666666666
test,1280,720,72,62,0.00484375
test,1280,720,45,33,0.001611328125
test,1280,720,81,59,0.005185546875
test,1280,720,55,29,0.0017306857638888888
test,1280,720,50,39,0.0021158854166666665
test,1280,720,104,74,0.008350694444444445
test,960,720,30,27,0.001171875
test,960,720,103,89,0.01326244212962963
test,960,720,122,81,0.014296875
test,960,720,97,58,0.008139467592592592
test,1280,720,326,85,0.030067274305555555
test,1280,720,82,42,0.0037369791666666667
test,1280,720,65,49,0.0034559461805555554
test,1280,720,149,66,0.010670572916666666
test,1280,720,196,88,0.01871527777777778
test,1280,720,360,130,0.05078125
test,1280,720,174,71,0.013404947916666667
test,1280,720,372,266,0.10736979166666667
test,1280,720,319,188,0.06507378472222222
test,1280,720,124,55,0.007400173611111111
test,1280,720,131,66,0.009381510416666667
test,1280,720,26,13,0.0003667534722222222
test,1280,720,40,28,0.0012152777777777778
test,1280,720,74,29,0.002328559027777778
test,1280,720,91,40,0.003949652777777778
test,1280,720,35,28,0.0010633680555555555
test,1280,720,118,61,0.007810329861111111
test,1280,720,78,48,0.0040625
test,1280,720,70,23,0.0017469618055555556
test,1280,720,107,47,0.0054568142361111115
test,1280,720,81,19,0.001669921875
test,1280,720,247,165,0.04422200520833333
test,1280,720,47,27,0.001376953125
test,1280,720,200,131,0.028428819444444444
test,1280,720,87,36,0.0033984375
test,1280,720,652,195,0.13795572916666668
test,1280,720,559,147,0.08916341145833333
test,1280,720,457,175,0.08677842881944445
test,1280,720,104,60,0.0067708333333333336
test,1280,720,195,81,0.017138671875
test,1280,720,592,117,0.07515625
test,1280,720,449,376,0.18318576388888888
test,1280,720,192,65,0.013541666666666667
test,1280,720,584,161,0.10202256944444445
test,1280,720,104,54,0.00609375
test,1280,720,50,41,0.002224392361111111
test,1280,720,38,30,0.0012369791666666666
test,1280,720,30,22,0.0007161458333333333
test,1280,720,127,91,0.012540147569444444
test,1280,720,90,78,0.0076171875
test,1280,720,96,79,0.008229166666666666
test,1280,720,88,73,0.006970486111111111
test,1280,720,194,98,0.02062934027777778
test,1280,720,149,68,0.01099392361111111
test,1280,720,79,42,0.0036002604166666665
test,1280,720,160,86,0.014930555555555556
test,1280,720,171,100,0.0185546875
test,1280,720,121,77,0.010109592013888889
test,1280,720,54,37,0.00216796875
test,1280,720,290,150,0.047200520833333336
test,1280,720,444,301,0.14501302083333334
test,1280,720,330,64,0.022916666666666665
test,1280,720,140,74,0.011241319444444444
test,1280,720,72,42,0.00328125
test,1280,720,47,21,0.0010709635416666667
test,1280,720,671,217,0.15799370659722223
test,1280,720,467,190,0.09627821180555556
test,1280,720,341,120,0.04440104166666667
test,1280,720,360,130,0.05078125
test,1280,720,331,143,0.051359592013888886
test,1280,720,394,170,0.07267795138888888
test,1280,720,329,131,0.04676540798611111
test,1280,720,438,125,0.059407552083333336
test,1280,720,635,210,0.14469401041666666
test,1280,720,128,110,0.015277777777777777
test,1280,720,426,205,0.09475911458333333
test,1280,720,803,425,0.3703070746527778
test,1280,720,865,503,0.47210828993055554
test,1280,720,605,290,0.1903754340277778
test,1280,720,574,335,0.20864800347222223
test,1280,720,194,134,0.028207465277777777
test,1280,720,139,43,0.006485460069444444
test,1280,720,123,41,0.0054720052083333335
test,1280,720,283,153,0.046982421875
test,1280,720,61,44,0.0029123263888888888
test,1280,720,315,133,0.045458984375
test,1280,720,225,107,0.026123046875
test,1280,720,246,109,0.029095052083333333
test,1280,720,152,61,0.010060763888888888
test,1280,720,131,79,0.011229383680555555
test,1280,720,212,90,0.020703125
test,1280,720,128,70,0.009722222222222222
test,1280,720,70,53,0.0040256076388888885
test,1280,720,306,155,0.05146484375
test,1280,720,18,11,0.00021484375
test,1280,720,43,24,0.0011197916666666667
test,1280,720,95,42,0.0043294270833333336
test,1280,720,80,39,0.0033854166666666668
test,1280,720,194,86,0.01810329861111111
test,1280,720,179,72,0.013984375
test,1280,720,268,112,0.03256944444444444
test,1280,720,463,216,0.108515625
test,1280,720,260,220,0.062065972222222224
test,1280,720,51,59,0.0032649739583333333
test,1280,720,50,48,0.0026041666666666665
test,1280,720,52,38,0.002144097222222222
test,1280,720,20,9,0.0001953125
test,1280,720,97,62,0.006525607638888889
test,1280,720,139,64,0.009652777777777777
test,1280,720,170,118,0.021766493055555555
test,1280,720,228,149,0.03686197916666667
test,1280,720,259,159,0.04468424479166667
test,1280,720,278,174,0.05248697916666667
test,1280,720,132,78,0.011171875
test,1280,720,148,125,0.020073784722222224
test,1280,720,101,94,0.010301649305555556
test,1280,720,66,58,0.004153645833333333
test,1280,720,86,64,0.0059722222222222225
test,1280,720,338,204,0.07481770833333333
test,1280,720,78,50,0.004231770833333333
test,1280,720,335,298,0.10832248263888888
test,1280,720,151,157,0.025723741319444444
test,1280,720,33,23,0.0008235677083333334
test,1280,720,125,120,0.016276041666666668
test,1280,720,49,29,0.0015418836805555555
test,1280,720,396,284,0.12203125
test,1280,720,50,42,0.0022786458333333335
test,1280,720,44,30,0.0014322916666666666
test,1280,720,32,27,0.0009375
test,1280,720,36,47,0.0018359375
test,1280,720,52,83,0.004683159722222222
test,1280,720,61,80,0.005295138888888889
test,1280,720,57,69,0.004267578125
test,1280,720,86,72,0.00671875
test,1280,720,80,85,0.007378472222222222
test,1280,720,114,66,0.0081640625
test,1280,720,113,77,0.00944118923611111
test,1280,720,233,123,0.031097005208333334
test,1280,720,252,139,0.0380078125
test,1280,720,254,124,0.03417534722222222
test,1280,720,249,129,0.034853515625
test,1280,720,253,125,0.03431532118055555
test,1280,720,231,131,0.032835286458333335
test,1280,720,85,66,0.006087239583333333
test,1280,720,127,125,0.017225477430555556
test,1280,720,62,27,0.00181640625
test,1280,720,219,149,0.03540690104166667
test,1280,720,73,36,0.0028515625
test,1280,720,317,128,0.04402777777777778
test,1280,720,141,43,0.006578776041666666
test,1280,720,269,56,0.016345486111111113
test,1280,720,119,67,0.008651258680555555
test,1280,720,125,100,0.013563368055555556
test,1280,720,141,95,0.014534505208333333
test,1280,720,109,69,0.008160807291666667
test,1280,720,180,77,0.0150390625
test,1280,720,120,75,0.009765625
test,1280,720,187,126,0.02556640625
test,1280,720,118,109,0.013956163194444444
test,1280,720,336,330,0.1203125
test,1280,720,99,85,0.009130859375
test,1280,720,219,201,0.047763671875
test,1280,720,133,126,0.01818359375
test,1280,720,73,78,0.006178385416666667
test,1280,720,68,55,0.0040581597222222225
test,1280,720,65,62,0.004372829861111111
test,1280,720,71,48,0.0036979166666666666
test,1280,720,85,54,0.00498046875
test,1280,720,129,106,0.014837239583333333
test,1280,720,108,102,0.011953125
test,1280,720,98,58,0.006167534722222222
test,1280,720,184,101,0.020164930555555554
test,1280,720,196,205,0.04359809027777778
test,1280,720,656,296,0.21069444444444443
test,1280,720,126,93,0.01271484375
test,1280,720,253,177,0.04859049479166667
test,1280,720,282,210,0.0642578125
test,1280,720,264,205,0.05872395833333333
test,1280,720,212,174,0.040026041666666665
test,1280,720,106,38,0.004370659722222222
test,1280,720,326,122,0.043155381944444446
test,1280,720,52,22,0.0012413194444444444
test,1280,720,122,71,0.009398871527777778
test,1280,720,149,99,0.016005859375
test,1280,720,163,159,0.028121744791666667
test,1280,720,174,121,0.022845052083333334
test,1280,720,358,180,0.069921875
test,1280,720,197,171,0.036552734375
test,1280,720,172,99,0.0184765625
test,1280,720,137,79,0.011743706597222223
test,1280,720,188,182,0.037126736111111114
test,1280,720,169,159,0.029156901041666666
test,1280,720,505,369,0.202197265625
test,1280,720,312,168,0.056875
test,1280,720,489,292,0.15493489583333334
test,1280,720,368,167,0.06668402777777778
test,1280,720,329,148,0.05283420138888889
test,1920,1080,129,61,0.003794849537037037
test,1920,1080,138,69,0.0045920138888888885
test,1920,1080,110,47,0.0024932484567901235
test,1920,1080,149,85,0.006107735339506173
test,1920,1080,141,64,0.0043518518518518515
test,1920,1080,147,70,0.004962384259259259
test,1920,1080,128,60,0.003703703703703704
test,1920,1080,129,60,0.003732638888888889
test,1920,1080,170,68,0.005574845679012346
test,1920,1080,144,62,0.0043055555555555555
test,1920,1080,149,55,0.003952064043209877
test,1920,1080,145,50,0.00349633487654321
test,1920,1080,165,68,0.005410879629629629
test,1920,1080,134,67,0.004329668209876543
test,1920,1080,84,38,0.0015393518518518519
test,1920,1080,68,35,0.0011477623456790124
test,1920,1080,124,61,0.0036477623456790125
test,1920,1080,176,91,0.007723765432098765
test,1920,1080,198,99,0.009453125
test,1920,1080,210,105,0.010633680555555556
test,1920,1080,251,112,0.013557098765432098
test,1920,1080,182,84,0.007372685185185185
test,1920,1080,147,58,0.0041116898148148145
test,1920,1080,109,47,0.002470582561728395
test,1920,1080,177,79,0.006743344907407407
test,1920,1080,171,81,0.0066796875
test,1920,1080,152,73,0.00535108024691358
test,1920,1080,206,140,0.01390817901234568
test,1920,1080,258,151,0.01878761574074074
test,1920,1080,142,66,0.004519675925925926
test,1920,1080,185,101,0.009010898919753086
test,1920,1080,123,57,0.0033810763888888888
test,1920,1080,40,23,0.00044367283950617285
test,1920,1080,55,24,0.0006365740740740741
test,1920,1080,48,21,0.0004861111111111111
test,1920,1080,139,58,0.0038879243827160495
test,1920,1080,137,53,0.003501639660493827
test,1920,1080,128,54,0.0033333333333333335
test,1920,1080,282,139,0.018903356481481483
test,1920,1080,147,64,0.004537037037037037
test,1920,1080,191,69,0.006355613425925926
test,1920,1080,168,76,0.0061574074074074074
test,1920,1080,147,54,0.003828125
test,1920,1080,93,51,0.002287326388888889
test,1920,1080,56,18,0.0004861111111111111
test,1920,1080,95,39,0.0017867476851851853
test,1920,1080,71,46,0.0015750385802469136
test,1920,1080,45,22,0.00047743055555555554
test,1920,1080,44,19,0.00040316358024691356
test,1920,1080,87,48,0.002013888888888889
test,1920,1080,79,43,0.0016382137345679012
test,1920,1080,84,34,0.0013773148148148147
test,1920,1080,89,37,0.0015880594135802468
test,1920,1080,76,30,0.001099537037037037
test,1920,1080,113,48,0.0026157407407407405
test,1920,1080,51,19,0.00046730324074074073
test,1920,1080,59,23,0.0006544174382716049
test,1920,1080,38,16,0.0002932098765432099
test,1920,1080,46,17,0.0003771219135802469
test,1920,1080,39,18,0.0003385416666666667
test,1920,1080,40,15,0.00028935185185185184
test,1920,1080,56,24,0.0006481481481481481
test,1920,1080,52,19,0.00047646604938271606
test,1920,1080,58,28,0.000783179012345679
test,1920,1080,62,27,0.0008072916666666667
test,1920,1080,62,30,0.0008969907407407407
test,1920,1080,61,34,0.0010001929012345679
test,1920,1080,47,23,0.0005213155864197531
test,1920,1080,95,47,0.0021532600308641976
test,1920,1080,81,38,0.001484375
test,1920,1080,84,37,0.0014988425925925926
test,1920,1080,55,27,0.0007161458333333333
test,1920,1080,69,36,0.0011979166666666666
test,1920,1080,67,32,0.0010339506172839506
test,1920,1080,83,36,0.0014409722222222222
test,1920,1080,156,68,0.005115740740740741
test,1920,1080,244,99,0.011649305555555555
test,1920,1080,59,28,0.0007966820987654321
test,1920,1080,98,41,0.0019376929012345679
test,1920,1080,117,48,0.0027083333333333334
test,1920,1080,108,42,0.0021875
test,1920,1080,68,24,0.000787037037037037
test,1920,1080,42,16,0.00032407407407407406
test,1920,1080,52,31,0.000777391975308642
test,1920,1080,71,33,0.0011299189814814815
test,1920,1080,55,28,0.0007426697530864198
test,1920,1080,56,23,0.000621141975308642
test,1920,1080,117,52,0.0029340277777777776
test,1920,1080,95,43,0.0019700038580246913
test,1920,1080,81,38,0.001484375
test,1920,1080,121,57,0.003326099537037037
test,1920,1080,43,19,0.0003940007716049383
test,1920,1080,40,20,0.00038580246913580245
test,1920,1080,57,30,0.0008246527777777778
test,1920,1080,66,28,0.0008912037037037037
test,1920,1080,79,32,0.0012191358024691357
test,1920,1080,64,29,0.0008950617283950618
test,1920,1080,42,19,0.00038483796296296297
test,1920,1080,66,33,0.0010503472222222223
test,1920,1080,57,28,0.0007696759259259259
test,1920,1080,99,41,0.0019574652777777776
test,1920,1080,71,35,0.0011983989197530865
test,1920,1080,104,44,0.00220679012345679
test,1920,1080,113,45,0.0024522569444444444
test,1920,1080,22,12,0.0001273148148148148
test,1920,1080,37,16,0.00028549382716049385
test,1920,1080,81,30,0.001171875
test,1920,1080,58,22,0.000615354938271605
test,1920,1080,88,39,0.0016550925925925926
test,1920,1080,89,34,0.001459297839506173
test,1920,1080,72,27,0.0009375
test,1920,1080,37,16,0.00028549382716049385
test,1920,1080,53,20,0.0005111882716049383
test,1920,1080,52,21,0.0005266203703703703
test,1920,1080,67,28,0.0009047067901234568
test,1920,1080,99,34,0.001623263888888889
test,1920,1080,73,28,0.0009857253086419753
test,1920,1080,193,71,0.006608314043209876
test,1920,1080,249,99,0.011888020833333334
test,1920,1080,41,26,0.0005140817901234568
test,1920,1080,47,27,0.0006119791666666667
test,1920,1080,37,16,0.00028549382716049385
test,1920,1080,54,25,0.0006510416666666666
test,1920,1080,52,35,0.0008777006172839507
test,1920,1080,66,39,0.0012413194444444444
test,1920,1080,37,21,0.00037471064814814816
test,1920,1080,43,25,0.0005184220679012346
test,1920,1080,69,29,0.0009649884259259259
test,1920,1080,76,32,0.0011728395061728395
test,1920,1080,53,27,0.0006901041666666667
test,1920,1080,50,36,0.0008680555555555555
test,1920,1080,67,35,0.001130883487654321
test,1920,1080,87,48,0.002013888888888889
test,1920,1080,291,150,0.021050347222222224
test,1920,1080,97,47,0.0021985918209876543
test,1920,1080,74,40,0.001427469135802469
test,1920,1080,31,11,0.0001644483024691358
test,1920,1080,30,12,0.00017361111111111112
test,1920,1080,36,14,0.00024305555555555555
test,1920,1080,42,16,0.00032407407407407406
test,1920,1080,40,17,0.0003279320987654321
test,1920,1080,28,15,0.0002025462962962963
test,1920,1080,31,11,0.0001644483024691358
test,1920,1080,36,14,0.00024305555555555555
test,1920,1080,24,14,0.00016203703703703703
test,1920,1080,15,8,5.787037037037037e-05
test,1920,1080,32,18,0.0002777777777777778
test,1920,1080,53,30,0.0007667824074074074
test,1920,1080,59,27,0.0007682291666666666
test,1920,1080,31,14,0.00020929783950617283
test,1920,1080,30,17,0.00024594907407407405
test,1920,1080,19,12,0.0001099537037037037
test,1920,1080,25,16,0.00019290123456790122
test,1920,1080,14,6,4.050925925925926e-05
test,1920,1080,20,11,0.00010609567901234568
test,1920,1080,18,11,9.548611111111112e-05
test,1920,1080,22,14,0.00014853395061728396
test,1920,1080,43,34,0.000705054012345679
test,1920,1080,24,14,0.00016203703703703703
test,1920,1080,26,16,0.00020061728395061727
test,1920,1080,25,14,0.00016878858024691357
test,1920,1080,20,9,8.680555555555556e-05
test,1920,1080,19,14,0.0001282793209876543
test,1920,1080,29,18,0.0002517361111111111
test,1920,1080,47,18,0.00040798611111111114
test,1920,1080,41,19,0.00037567515432098764
test,1920,1080,24,18,0.00020833333333333335
test,1920,1080,31,18,0.0002690972222222222
test,1920,1080,57,19,0.0005222800925925926
test,1920,1080,46,21,0.0004658564814814815
test,1920,1080,46,16,0.00035493827160493826
test,1920,1080,46,20,0.00044367283950617285
test,1920,1080,48,20,0.000462962962962963
test,1920,1080,25,10,0.00012056327160493826
test,1920,1080,13,7,4.3885030864197534e-05
test,1920,1080,18,10,8.680555555555556e-05
test,1920,1080,12,7,4.050925925925926e-05
test,1920,1080,26,11,0.00013792438271604938
test,1920,1080,22,9,9.548611111111112e-05
test,1920,1080,23,9,9.98263888888889e-05
test,1920,1080,26,15,0.0001880787037037037
test,1920,1080,27,16,0.00020833333333333335
test,1920,1080,27,15,0.0001953125
test,1920,1080,30,19,0.0002748842592592593
test,1920,1080,35,14,0.000236304012345679
test,1920,1080,31,15,0.00022424768518518518
test,1920,1080,30,15,0.00021701388888888888
test,1920,1080,22,14,0.00014853395061728396
test,1920,1080,36,16,0.0002777777777777778
test,1920,1080,64,27,0.0008333333333333334
test,1920,1080,44,16,0.00033950617283950616
test,1920,1080,94,48,0.0021759259259259258
test,1920,1080,65,29,0.0009090470679012346
test,1920,1080,90,41,0.0017795138888888889
test,1920,1080,62,25,0.0007474922839506172
test,1920,1080,54,22,0.0005729166666666667
test,1920,1080,22,12,0.0001273148148148148
test,1920,1080,30,15,0.00021701388888888888
test,1920,1080,29,14,0.00019579475308641975
test,1920,1080,29,17,0.00023775077160493826
test,1920,1080,28,14,0.0001890432098765432
test,1920,1080,49,23,0.0005434992283950617
test,1920,1080,52,22,0.0005516975308641975
test,1920,1080,60,31,0.0008969907407407407
test,1920,1080,15,8,5.787037037037037e-05
test,1920,1080,27,15,0.0001953125
test,1920,1080,29,19,0.00026572145061728395
test,1920,1080,38,24,0.0004398148148148148
test,1920,1080,57,25,0.0006872106481481482
test,1920,1080,52,22,0.0005516975308641975
test,1920,1080,52,19,0.00047646604938271606
test,1920,1080,48,20,0.000462962962962963
test,1920,1080,51,22,0.0005410879629629629
test,1920,1080,43,18,0.0003732638888888889
test,1920,1080,52,21,0.0005266203703703703
test,1920,1080,61,29,0.0008531057098765432
test,1920,1080,29,15,0.0002097800925925926
test,1920,1080,30,16,0.0002314814814814815
test,1920,1080,31,24,0.0003587962962962963
test,1920,1080,35,22,0.0003713348765432099
test,1920,1080,25,13,0.00015673225308641974
test,1920,1080,46,22,0.0004880401234567901
test,1920,1080,73,36,0.001267361111111111
test,1920,1080,121,63,0.003676215277777778
test,1920,1080,73,38,0.001337770061728395
test,1920,1080,30,16,0.0002314814814814815
test,1920,1080,40,19,0.00036651234567901237
test,1920,1080,37,22,0.000392554012345679
test,1920,1080,29,15,0.0002097800925925926
test,1920,1080,43,22,0.00045621141975308644
test,1920,1080,67,35,0.001130883487654321
test,1920,1080,56,35,0.000945216049382716
test,1920,1080,45,28,0.0006076388888888889
test,1920,1080,50,20,0.00048225308641975306
test,1920,1080,45,20,0.00043402777777777775
test,1920,1080,49,33,0.0007798032407407407
test,1920,1080,39,26,0.0004890046296296296
test,1920,1080,39,27,0.0005078125
test,1920,1080,117,67,0.0037803819444444443
test,1920,1080,133,55,0.003527681327160494
test,1920,1080,139,56,0.003753858024691358
test,1920,1080,45,21,0.0004557291666666667
test,1920,1080,41,15,0.00029658564814814814
test,1920,1080,58,31,0.0008670910493827161
test,1920,1080,42,23,0.0004658564814814815
test,1920,1080,45,24,0.0005208333333333333
test,1920,1080,46,21,0.0004658564814814815
test,1920,1080,58,20,0.0005594135802469136
test,1920,1080,57,18,0.0004947916666666667
test,1920,1080,52,18,0.00045138888888888887
test,1920,1080,26,15,0.0001880787037037037
test,1920,1080,128,57,0.0035185185185185185
test,1920,1080,119,69,0.003959780092592593
test,1920,1080,45,21,0.0004557291666666667
test,1920,1080,50,25,0.0006028163580246913
test,1920,1080,79,30,0.0011429398148148147
test,1920,1080,47,25,0.0005666473765432099
test,1920,1080,32,21,0.00032407407407407406
test,1920,1080,35,18,0.00030381944444444445
test,1920,1080,48,11,0.0002546296296296296
test,1920,1080,32,20,0.00030864197530864197
test,1920,1080,25,13,0.00015673225308641974
test,1920,1080,35,15,0.00025318287037037036
test,1920,1080,40,21,0.0004050925925925926
test,1920,1080,34,16,0.0002623456790123457
test,1920,1080,34,15,0.00024594907407407405
test,1920,1080,33,15,0.00023871527777777777
test,1920,1080,113,62,0.0033786651234567902
test,1920,1080,35,18,0.00030381944444444445
test,1920,1080,27,15,0.0001953125
test,1920,1080,22,12,0.0001273148148148148
test,1920,1080,42,34,0.0006886574074074074
test,1920,1080,51,22,0.0005410879629629629
test,1920,1080,43,22,0.00045621141975308644
test,1920,1080,32,21,0.00032407407407407406
test,1920,1080,55,32,0.0008487654320987654
test,1920,1080,36,21,0.00036458333333333335
test,1920,1080,44,42,0.0008912037037037037
test,1920,1080,39,18,0.0003385416666666667
test,1920,1080,44,28,0.0005941358024691358
test,1920,1080,52,21,0.0005266203703703703
test,1920,1080,32,26,0.00040123456790123454
test,1920,1080,37,23,0.00041039737654320987
test,1920,1080,36,25,0.00043402777777777775
test,1920,1080,27,22,0.00028645833333333333
